index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,attendance_rate_missing
12058,0,No,Sports,Visual,W8PK2U,Female,No,74.0,3.0,25.0,16.0,9.0,91.0,22:00,6:00,private transport,blue,0
12059,1,No,Clubs,Visual,7I7PHW,Male,Yes,56.0,22.0,5.0,15.0,15.0,97.0,23:00,7:00,walk,black,0
12060,1,No,Clubs,Auditory,KJEWD1,Female,Yes,68.0,27.0,1.0,15.0,18.0,91.0,21:30,5:30,public transport,blue,0
12061,2,No,Sports,Auditory,DJWY8Q,Male,No,55.0,15.0,7.0,15.0,18.0,95.0,21:00,5:00,public transport,green,0
12062,0,Yes,Sports,Auditory,9KS22F,Female,Yes,73.0,10.0,6.0,15.0,16.0,97.0,23:00,7:00,walk,yellow,0
12063,0,Yes,Clubs,Visual,536X52,Male,Yes,87.0,14.0,3.0,15.0,6.0,90.0,21:30,5:30,public transport,green,0
12064,1,No,Clubs,Visual,2OTFYV,Male,No,45.0,30.0,0.0,6.0,10.0,59.0,1:00,5:00,public transport,yellow,0
12065,0,No,Clubs,Visual,28RRI1,Male,Yes,76.0,15.0,13.0,16.0,16.0,94.0,21:30,5:30,public transport,black,0
12066,2,Yes,Arts,Auditory,9N2WGS,Female,No,49.0,14.0,10.0,15.0,12.0,63.0,0:00,5:00,public transport,green,0
12067,0,No,,Visual,WWXCAC,Male,No,65.0,18.0,3.0,15.0,10.0,94.0,23:00,7:00,walk,yellow,0
12068,1,No,Sports,Visual,8A1SJH,Male,No,53.0,10.0,20.0,5.0,16.0,91.0,21:30,5:30,public transport,green,0
12069,2,No,Clubs,Visual,CVQ14Z,Male,No,61.0,12.0,11.0,15.0,9.0,98.0,22:00,6:00,private transport,black,0
12070,1,No,Arts,Auditory,Q4FIBO,Male,Yes,68.0,19.0,3.0,6.0,5.0,100.0,21:00,5:00,public transport,yellow,0
12071,1,No,Sports,Auditory,4Q2RCY,Male,Yes,48.0,25.0,0.0,15.0,11.0,100.0,21:00,5:00,public transport,red,0
12072,1,No,Clubs,Auditory,T95F31,Male,Yes,46.0,20.0,9.0,15.0,8.0,86.0,22:30,5:30,public transport,white,0
12073,0,No,,Visual,VBJJBQ,Male,Yes,90.0,10.0,9.0,16.0,9.0,97.0,23:00,7:00,walk,red,0
12074,1,No,Arts,Visual,UY9D8O,Female,No,52.0,27.0,3.0,15.0,18.0,91.0,21:30,5:30,public transport,red,0
12075,2,No,,Visual,T8QG35,Female,Yes,79.0,2.0,15.0,16.0,7.0,96.0,21:30,5:30,public transport,green,0
12076,0,No,Arts,Auditory,HM7KE1,Female,No,59.0,14.0,8.0,15.0,14.0,96.0,23:00,7:00,walk,yellow,0
12077,1,Yes,,Auditory,FEH2HK,Female,No,76.0,11.0,6.0,16.0,15.0,96.0,22:30,6:30,private transport,black,0
12078,1,No,Arts,Auditory,AP4CCJ,Male,No,41.0,17.0,7.0,15.0,14.0,99.0,21:30,5:30,public transport,green,0
12079,2,Yes,,Visual,SC5EEX,Female,Yes,82.0,6.0,12.0,15.0,9.0,91.0,22:30,6:30,private transport,black,0
12080,0,Yes,Arts,Visual,K2UPAZ,Male,No,74.0,15.0,0.0,16.0,10.0,93.0,23:00,7:00,walk,blue,0
12081,1,No,,Visual,ABZAFH,Male,No,76.0,15.0,10.0,16.0,11.0,96.0,21:30,5:30,public transport,green,0
12082,0,Yes,,Auditory,Y962TM,Female,Yes,76.0,8.0,12.0,16.0,17.0,93.0,22:00,6:00,private transport,white,0
12083,0,Yes,Arts,Visual,D7H3BE,Male,No,73.0,16.0,2.0,16.0,19.0,98.0,22:00,6:00,private transport,yellow,0
12084,2,Yes,Arts,Auditory,LTRX7K,Male,No,52.0,13.0,3.0,16.0,9.0,95.0,22:00,6:00,private transport,white,0
12085,0,No,Arts,Auditory,UCPBMW,Female,Yes,90.0,3.0,19.0,5.0,8.0,91.0,21:00,5:00,public transport,red,0
12086,1,No,Arts,Auditory,J4CS49,Male,Yes,67.0,15.0,7.0,16.0,6.0,92.0,22:00,6:00,private transport,green,0
12087,1,No,,Auditory,XRS07J,Female,Yes,64.0,21.0,1.0,16.0,9.0,91.0,22:30,5:30,public transport,red,0
12088,0,No,Sports,Auditory,B7RZ7Q,Male,Yes,60.0,13.0,8.0,15.0,9.0,95.0,22:30,6:30,private transport,white,0
12089,0,No,Sports,Visual,M7GEX4,Female,No,73.0,3.0,25.0,15.0,9.0,95.0,22:00,6:00,private transport,blue,0
12090,1,Yes,Arts,Visual,95EVO4,Female,No,48.0,3.0,27.0,16.0,11.0,52.0,1:30,6:30,private transport,red,0
12091,1,Yes,,Auditory,5VES3V,Male,Yes,85.0,16.0,6.0,15.0,5.0,91.0,23:00,7:00,walk,white,0
12092,1,Yes,,Visual,EU4SAG,Male,No,100.0,13.0,4.0,16.0,6.0,97.0,21:30,5:30,public transport,yellow,0
12093,0,No,Clubs,Visual,7YTIQZ,Male,Yes,93.0,12.0,9.0,15.0,8.0,95.0,21:30,5:30,public transport,white,1
12094,2,No,Sports,Auditory,RCRVC9,Female,No,,15.0,5.0,15.0,19.0,92.0,22:30,6:30,private transport,green,0
12095,0,Yes,Arts,Visual,8CDZBF,Female,Yes,87.0,1.0,16.0,16.0,6.0,91.0,23:00,7:00,walk,white,0
12096,1,No,Sports,Visual,E0GVOU,Male,Yes,80.0,21.0,4.0,16.0,6.0,92.0,21:00,5:00,public transport,red,0
12097,0,Yes,Arts,Auditory,3SBVEX,Male,Yes,73.0,11.0,4.0,15.0,16.0,93.0,22:30,6:30,private transport,red,0
12098,0,No,Sports,Auditory,VQRQ4G,Male,No,71.0,17.0,10.0,16.0,20.0,96.0,21:00,5:00,public transport,black,0
12099,1,No,Sports,Auditory,QMAM03,Male,No,48.0,27.0,3.0,15.0,10.0,96.0,21:30,5:30,public transport,white,0
12100,1,No,Arts,Auditory,H71Q0H,Female,Yes,63.0,2.0,26.0,16.0,8.0,99.0,22:00,6:00,private transport,blue,0
12101,0,Yes,Arts,Visual,AHOYYX,Male,No,73.0,13.0,5.0,16.0,19.0,95.0,22:00,6:00,private transport,red,0
12102,1,Yes,Arts,Auditory,VD9BHB,Female,No,43.0,3.0,21.0,16.0,13.0,96.0,22:00,6:00,private transport,black,0
12103,2,No,Arts,Auditory,X797MW,Male,Yes,68.0,18.0,1.0,16.0,16.0,99.0,21:00,5:00,public transport,red,0
12104,2,Yes,Sports,Visual,NHRP46,Female,Yes,74.0,14.0,0.0,15.0,14.0,90.0,22:00,6:00,private transport,black,0
12105,1,Yes,Clubs,Auditory,4G9869,Female,Yes,55.0,0.0,25.0,15.0,13.0,90.0,21:30,5:30,public transport,green,0
12106,0,No,Clubs,Visual,ISRM5O,Female,Yes,79.0,27.0,0.0,16.0,7.0,99.0,22:00,6:00,private transport,white,0
12107,0,No,Sports,Auditory,11ELX5,Male,Yes,77.0,14.0,8.0,15.0,7.0,98.0,22:00,6:00,private transport,green,0
12108,2,No,Sports,Auditory,L6HMC5,Male,Yes,77.0,14.0,7.0,16.0,9.0,95.0,22:30,6:30,private transport,black,0
12109,1,No,Clubs,Visual,OQDTML,Female,Yes,59.0,26.0,2.0,15.0,17.0,91.0,22:00,6:00,private transport,blue,0
12110,1,No,Sports,Auditory,NEZ8DR,Female,No,51.0,30.0,1.0,15.0,10.0,91.0,22:30,6:30,private transport,white,0
12111,0,Yes,,Auditory,GI4E4J,Female,Yes,75.0,14.0,6.0,15.0,11.0,95.0,23:00,7:00,walk,yellow,1
12112,1,No,Arts,Auditory,N0TTSZ,Male,No,54.0,18.0,13.0,15.0,19.0,96.0,21:00,5:00,public transport,red,0
12113,2,No,Arts,Auditory,6ASBQT,Male,Yes,62.0,13.0,7.0,16.0,19.0,91.0,23:00,7:00,walk,red,0
12114,2,No,Arts,Auditory,A3W9U1,Female,Yes,70.0,15.0,6.0,16.0,16.0,90.0,22:30,6:30,private transport,red,0
12115,1,No,Sports,Auditory,N5IUOR,Female,No,46.0,7.0,23.0,16.0,2.0,99.0,22:00,6:00,private transport,black,0
12116,0,No,,Auditory,7PFALJ,Female,No,70.0,12.0,15.0,15.0,17.0,99.0,21:30,5:30,public transport,white,0
12117,1,No,Clubs,Auditory,QAKK60,Female,No,60.0,21.0,6.0,16.0,10.0,99.0,21:00,5:00,public transport,green,0
12118,0,No,Clubs,Auditory,2TXMYT,Male,No,60.0,18.0,3.0,15.0,8.0,91.0,23:00,7:00,walk,green,0
12119,0,No,Arts,Auditory,GSUUMK,Male,Yes,66.0,22.0,5.0,15.0,12.0,91.0,23:00,6:00,private transport,yellow,0
12120,0,No,,Auditory,I5CNRA,Female,No,63.0,9.0,12.0,16.0,18.0,99.0,23:00,7:00,walk,black,0
12121,2,Yes,Clubs,Visual,XE6FIK,Male,Yes,80.0,11.0,3.0,16.0,7.0,100.0,21:00,5:00,public transport,yellow,0
12122,1,No,Sports,Visual,HTSO04,Male,Yes,56.0,20.0,10.0,16.0,13.0,98.0,21:00,5:00,public transport,blue,0
12123,1,Yes,Clubs,Auditory,P6ZDYY,Female,No,55.0,5.0,20.0,16.0,5.0,92.0,23:00,7:00,walk,green,0
12124,0,No,Sports,Visual,I0DP4X,Male,No,90.0,13.0,6.0,15.0,7.0,91.0,21:30,5:30,public transport,yellow,0
12125,1,Yes,,Auditory,IGFK6F,Female,Yes,72.0,0.0,20.0,15.0,14.0,97.0,23:00,7:00,walk,red,0
12126,1,Yes,Sports,Visual,R4R1X0,Male,No,45.0,16.0,14.0,16.0,12.0,84.0,21:30,5:30,public transport,green,0
12127,0,Yes,,Visual,ZW6Q7X,Male,No,81.0,15.0,0.0,16.0,5.0,95.0,23:00,7:00,walk,red,1
12128,1,No,Clubs,Auditory,ZCMIUX,Female,Yes,52.0,1.0,23.0,16.0,9.0,91.0,21:30,5:30,public transport,green,0
12129,0,No,,Auditory,K8VAUB,Male,Yes,94.0,14.0,7.0,15.0,6.0,97.0,21:00,5:00,public transport,green,0
12130,1,No,,Visual,J61TWE,Male,Yes,65.0,20.0,4.0,15.0,8.0,96.0,22:00,6:00,private transport,white,0
12131,2,No,Arts,Auditory,X7I9AP,Male,Yes,51.0,15.0,3.0,15.0,18.0,95.0,22:00,6:00,private transport,red,1
12132,2,No,Clubs,Visual,VSV4C7,Male,Yes,77.0,11.0,6.0,16.0,8.0,99.0,21:30,5:30,public transport,green,0
12133,2,Yes,Clubs,Visual,A70KZY,Female,Yes,74.0,5.0,9.0,15.0,6.0,95.0,21:00,5:00,public transport,red,0
12134,0,No,Sports,Auditory,N0Y0BD,Male,Yes,66.0,21.0,6.0,15.0,16.0,94.0,23:00,7:00,walk,black,0
12135,0,No,Arts,Auditory,LLYIFL,Male,Yes,69.0,14.0,7.0,15.0,12.0,92.0,21:00,5:00,public transport,red,0
12136,1,Yes,Arts,Auditory,AIVM32,Female,Yes,79.0,6.0,11.0,16.0,6.0,97.0,21:00,5:00,public transport,green,0
12137,2,Yes,,Visual,DVCVPX,Male,No,79.0,13.0,5.0,16.0,9.0,96.0,22:00,6:00,private transport,yellow,0
12138,2,Yes,Sports,Visual,MHY0WF,Male,No,72.0,19.0,1.0,16.0,14.0,90.0,0:00,7:00,walk,black,0
12139,2,No,Arts,Visual,24F2J4,Female,Yes,74.0,13.0,8.0,16.0,6.0,98.0,22:30,6:30,private transport,green,0
12140,1,Yes,Arts,Auditory,HY8J34,Male,No,47.0,14.0,11.0,15.0,14.0,91.0,22:30,6:30,private transport,blue,0
12141,1,No,Clubs,Auditory,QT0ENW,Male,Yes,67.0,19.0,9.0,16.0,7.0,91.0,23:00,7:00,walk,black,0
12142,1,Yes,Clubs,Visual,QEC4QE,Female,Yes,57.0,1.0,26.0,15.0,15.0,93.0,22:30,6:30,private transport,white,0
12143,1,Yes,Clubs,Auditory,0C96ZX,Female,No,56.0,18.0,7.0,16.0,20.0,100.0,22:30,6:30,private transport,green,0
12144,0,No,Arts,Visual,8GWSQP,Female,No,59.0,18.0,4.0,15.0,12.0,96.0,22:30,6:30,private transport,red,0
12145,1,Yes,,Auditory,ZJ72IN,Male,No,86.0,20.0,2.0,15.0,8.0,100.0,21:00,5:00,public transport,green,0
12146,0,No,Arts,Auditory,ETD9YS,Female,No,76.0,17.0,10.0,16.0,16.0,98.0,23:00,7:00,walk,red,0
12147,2,Yes,Arts,Visual,Y5JXZZ,Female,Yes,83.0,7.0,11.0,15.0,8.0,95.0,21:00,5:00,public transport,white,0
12148,0,No,Sports,Auditory,M3JES2,Female,Yes,72.0,20.0,3.0,16.0,20.0,97.0,22:00,6:00,private transport,green,0
12149,0,No,Arts,Visual,1TZDQL,Male,No,72.0,19.0,2.0,15.0,18.0,98.0,21:00,5:00,public transport,green,0
12150,0,No,,Auditory,678TIB,Female,Yes,58.0,0.0,22.0,16.0,6.0,94.0,22:00,6:00,private transport,green,0
12151,0,No,Clubs,Visual,F21WEG,Female,No,82.0,22.0,2.0,15.0,5.0,98.0,21:00,5:00,public transport,green,0
12152,1,No,Sports,Visual,3SL8HS,Female,Yes,60.0,12.0,16.0,15.0,14.0,90.0,22:30,6:30,private transport,black,0
12153,1,Yes,,Auditory,PRHE0B,Male,No,41.0,16.0,12.0,6.0,5.0,98.0,21:00,5:00,public transport,red,0
12154,1,No,Arts,Auditory,IZXAVO,Male,No,42.0,20.0,8.0,16.0,6.0,95.0,0:00,6:00,private transport,green,1
12155,0,Yes,Clubs,Visual,Z91IM0,Female,Yes,74.0,6.0,10.0,15.0,17.0,91.0,22:30,5:30,public transport,red,0
12156,1,No,Clubs,Visual,VD30N1,Male,No,44.0,13.0,17.0,16.0,7.0,96.0,21:30,5:30,public transport,blue,0
12157,2,No,Sports,Auditory,BSVA2R,Male,No,62.0,17.0,6.0,16.0,19.0,98.0,21:30,5:30,public transport,blue,0
12158,0,No,,Visual,SMAYT8,Female,No,89.0,12.0,11.0,16.0,6.0,91.0,21:30,5:30,public transport,red,0
12159,1,No,Clubs,Auditory,GUT7TQ,Female,No,50.0,8.0,17.0,15.0,7.0,66.0,1:00,7:00,walk,green,0
12160,1,Yes,Sports,Auditory,K26T5L,Male,Yes,77.0,16.0,1.0,15.0,6.0,98.0,21:00,5:00,public transport,red,0
12161,2,No,Sports,Visual,58ZTQR,Female,Yes,78.0,14.0,3.0,15.0,8.0,93.0,21:00,5:00,public transport,black,0
12162,1,No,Sports,Auditory,NDEK7Y,Male,Yes,43.0,12.0,12.0,15.0,10.0,53.0,0:30,5:30,public transport,white,0
12163,0,Yes,,Auditory,5L59PJ,Male,Yes,78.0,13.0,2.0,16.0,8.0,92.0,22:30,6:30,private transport,black,0
12164,0,No,Arts,Visual,YKB605,Male,Yes,70.0,21.0,1.0,15.0,9.0,97.0,22:00,6:00,private transport,blue,0
12165,0,No,Arts,Auditory,1INPVN,Male,No,55.0,21.0,1.0,16.0,15.0,91.0,22:00,6:00,private transport,white,0
12166,0,No,Clubs,Auditory,0VTYP7,Male,Yes,94.0,16.0,5.0,15.0,7.0,95.0,21:30,5:30,public transport,green,1
12167,2,No,Sports,Auditory,9XG94S,Male,Yes,68.0,15.0,7.0,16.0,8.0,98.0,22:00,6:00,private transport,yellow,0
12168,2,Yes,Arts,Visual,F544F6,Male,No,71.0,14.0,6.0,16.0,5.0,95.0,21:00,5:00,public transport,red,0
12169,1,No,Arts,Auditory,BPI5FT,Male,No,53.0,12.0,17.0,15.0,8.0,96.0,21:00,5:00,public transport,green,0
12170,1,Yes,Sports,Visual,4NL4L0,Male,No,82.0,13.0,4.0,15.0,6.0,99.0,21:30,5:30,public transport,blue,0
12171,1,Yes,Sports,Visual,3HR9X8,Male,No,90.0,16.0,5.0,15.0,7.0,96.0,21:30,5:30,public transport,red,0
12172,0,No,Clubs,Auditory,6P9BLT,Female,Yes,57.0,0.0,21.0,16.0,9.0,98.0,21:30,5:30,public transport,green,0
12173,1,Yes,Clubs,Auditory,G4M80K,Female,Yes,77.0,16.0,4.0,16.0,8.0,97.0,21:00,5:00,public transport,white,0
12174,0,No,Sports,Visual,KUTQ5E,Male,Yes,,16.0,7.0,16.0,9.0,91.0,22:30,6:30,private transport,red,0
12175,1,No,Arts,Auditory,9DK44K,Female,No,53.0,25.0,4.0,16.0,6.0,97.0,21:00,5:00,public transport,black,0
12176,1,No,,Auditory,1SABLK,Female,Yes,60.0,0.0,27.0,15.0,6.0,100.0,21:30,5:30,public transport,white,0
12177,1,Yes,Sports,Auditory,CZH0OA,Male,No,45.0,12.0,13.0,15.0,6.0,44.0,2:30,6:30,private transport,black,0
12178,1,No,,Auditory,K3FB7X,Female,No,60.0,25.0,2.0,16.0,11.0,92.0,22:00,6:00,private transport,blue,0
12179,1,No,Sports,Auditory,SMIEL9,Male,Yes,67.0,10.0,18.0,15.0,17.0,93.0,23:00,7:00,walk,white,0
12180,0,No,Sports,Auditory,4MYAYO,Female,Yes,61.0,5.0,17.0,15.0,14.0,93.0,22:30,6:30,private transport,red,0
12181,1,Yes,,Visual,CSM4UQ,Female,Yes,84.0,3.0,19.0,15.0,6.0,90.0,21:00,5:00,public transport,red,0
12182,1,No,Clubs,Auditory,YBGRGZ,Female,No,54.0,12.0,17.0,15.0,16.0,98.0,22:30,6:30,private transport,red,0
12183,1,Yes,Sports,Visual,N3O436,Female,Yes,100.0,1.0,16.0,16.0,10.0,100.0,21:30,5:30,public transport,black,0
12184,1,No,Arts,Visual,NZBKAI,Female,No,46.0,20.0,10.0,16.0,11.0,94.0,2:00,6:00,private transport,black,1
12185,0,No,,Visual,Q7HP3N,Female,No,67.0,6.0,22.0,15.0,11.0,98.0,21:00,5:00,public transport,red,0
12186,1,No,Sports,Visual,EYZU9F,Male,No,78.0,18.0,7.0,16.0,10.0,99.0,22:00,6:00,private transport,black,0
12187,2,No,Clubs,Auditory,2S50HE,Male,Yes,53.0,10.0,9.0,16.0,18.0,93.0,22:00,6:00,private transport,yellow,0
12188,2,No,Arts,Visual,MUPD7V,Female,No,45.0,15.0,9.0,15.0,9.0,56.0,0:00,5:00,public transport,blue,0
12189,0,No,,Auditory,WFNGQS,Female,No,87.0,17.0,5.0,15.0,8.0,91.0,0:00,7:00,walk,yellow,0
12190,0,No,,Visual,908EOI,Male,Yes,70.0,21.0,1.0,15.0,10.0,99.0,22:00,6:00,private transport,yellow,0
12191,1,No,Sports,Auditory,4U5LQ9,Female,No,64.0,4.0,18.0,15.0,7.0,95.0,21:00,5:00,public transport,white,0
12192,1,Yes,,Auditory,J4LF63,Female,Yes,80.0,2.0,15.0,16.0,7.0,99.0,23:00,7:00,walk,green,0
12193,2,No,Arts,Visual,EC2G5D,Female,Yes,80.0,17.0,0.0,15.0,9.0,90.0,23:00,7:00,walk,red,0
12194,1,No,Arts,Visual,XRU3OD,Male,No,78.0,25.0,0.0,16.0,8.0,97.0,21:30,5:30,public transport,black,0
12195,2,No,,Auditory,BDYIXV,Male,No,55.0,12.0,10.0,16.0,19.0,92.0,22:00,6:00,private transport,red,0
12196,2,No,,Visual,KU343U,Female,Yes,60.0,18.0,4.0,16.0,19.0,95.0,23:00,7:00,walk,blue,1
12197,1,Yes,Sports,Visual,YZBNXJ,Female,No,77.0,12.0,5.0,16.0,8.0,95.0,22:00,6:00,private transport,green,1
12198,2,Yes,Clubs,Auditory,7RYRMT,Female,No,47.0,2.0,22.0,16.0,14.0,93.0,22:30,6:30,private transport,red,0
12199,0,No,,Visual,7DR7EN,Female,No,91.0,16.0,3.0,6.0,8.0,92.0,22:30,6:30,private transport,white,0
12200,2,No,,Auditory,HOCPD6,Female,Yes,70.0,1.0,18.0,15.0,8.0,94.0,22:00,6:00,private transport,yellow,0
12201,1,Yes,Sports,Visual,R8Q1DH,Male,No,46.0,18.0,12.0,15.0,0.0,99.0,22:30,6:30,private transport,white,0
12202,1,Yes,Sports,Visual,CN6JAB,Male,No,56.0,25.0,2.0,16.0,9.0,93.0,21:30,5:30,public transport,yellow,0
12203,0,No,,Visual,SC4415,Male,No,67.0,18.0,2.0,16.0,12.0,99.0,21:30,5:30,public transport,red,0
12204,1,Yes,,Auditory,T6RPQC,Female,Yes,88.0,6.0,11.0,15.0,10.0,99.0,22:00,6:00,private transport,green,0
12205,2,No,Clubs,Visual,QGH6VP,Male,Yes,68.0,18.0,1.0,16.0,13.0,91.0,23:00,7:00,walk,green,0
12206,1,Yes,,Visual,Y2OK5I,Male,Yes,,19.0,2.0,16.0,10.0,95.0,21:30,5:30,public transport,red,0
12207,2,No,,Visual,ZIEA7R,Male,Yes,55.0,15.0,5.0,15.0,10.0,92.0,22:30,6:30,private transport,green,0
12208,1,Yes,Sports,Auditory,NDHJ4F,Female,Yes,77.0,11.0,9.0,16.0,6.0,97.0,23:00,7:00,walk,red,0
12209,1,No,Arts,Auditory,6M5QW1,Male,No,48.0,16.0,14.0,15.0,5.0,95.0,22:00,5:00,public transport,white,1
12210,1,No,Clubs,Visual,QMZSS4,Female,No,49.0,30.0,0.0,16.0,10.0,92.0,22:30,6:30,private transport,white,0
12211,1,No,Sports,Auditory,NF4D3D,Female,Yes,52.0,17.0,7.0,16.0,17.0,98.0,21:00,5:00,public transport,black,0
12212,0,No,,Auditory,IAJUWV,Female,Yes,91.0,2.0,19.0,16.0,8.0,95.0,21:00,5:00,public transport,yellow,0
12213,1,Yes,Sports,Visual,F04533,Male,No,,14.0,7.0,16.0,7.0,93.0,23:00,7:00,walk,white,0
12214,1,No,Sports,Visual,17QAIG,Female,No,52.0,24.0,6.0,16.0,17.0,94.0,23:00,7:00,walk,blue,0
12215,0,No,Arts,Visual,7IBMZ5,Male,No,77.0,23.0,4.0,16.0,8.0,97.0,21:00,5:00,public transport,green,0
12216,1,Yes,Sports,Auditory,R4UH1G,Male,No,80.0,15.0,2.0,15.0,5.0,91.0,22:30,6:30,private transport,red,0
12217,2,No,,Auditory,DO0HFE,Male,Yes,72.0,12.0,7.0,16.0,20.0,100.0,22:00,6:00,private transport,yellow,0
12218,1,No,Sports,Visual,U4MKYD,Female,No,,18.0,12.0,5.0,11.0,95.0,21:30,5:30,public transport,black,0
12219,2,No,Clubs,Visual,BLRLYA,Female,No,71.0,8.0,15.0,16.0,16.0,97.0,22:00,6:00,private transport,black,0
12220,1,No,Arts,Auditory,X4FMWJ,Female,No,45.0,12.0,12.0,15.0,9.0,62.0,2:00,7:00,walk,green,0
12221,1,No,Clubs,Visual,WPRKN9,Male,No,53.0,11.0,19.0,16.0,12.0,97.0,21:00,5:00,public transport,white,0
12222,1,No,Clubs,Auditory,GH4HZE,Male,No,57.0,12.0,19.0,15.0,20.0,96.0,21:30,5:30,public transport,yellow,0
12223,1,No,,Visual,9HW69M,Female,Yes,,17.0,7.0,15.0,6.0,96.0,22:30,6:30,private transport,blue,0
12224,2,No,Clubs,Auditory,ZXKAZM,Female,Yes,53.0,2.0,17.0,16.0,6.0,95.0,22:00,6:00,private transport,green,0
12225,0,Yes,Arts,Auditory,HP7Y29,Female,Yes,,0.0,20.0,16.0,7.0,93.0,23:00,7:00,walk,black,0
12226,0,No,Sports,Auditory,XI75GJ,Female,No,67.0,22.0,5.0,15.0,14.0,94.0,21:30,5:30,public transport,black,0
12227,0,No,,Visual,9B0WXU,Male,Yes,94.0,15.0,8.0,16.0,8.0,93.0,23:00,7:00,walk,blue,0
12228,1,No,Sports,Visual,Q6WA5C,Female,No,67.0,15.0,9.0,16.0,14.0,93.0,21:30,5:30,public transport,white,0
12229,2,No,Sports,Visual,41AWOZ,Male,No,70.0,10.0,13.0,15.0,16.0,98.0,23:00,7:00,walk,white,0
12230,0,No,,Auditory,AHK6KJ,Male,No,87.0,13.0,9.0,16.0,10.0,91.0,21:30,5:30,public transport,green,0
12231,2,Yes,Sports,Visual,CZBGHO,Female,Yes,57.0,7.0,9.0,6.0,8.0,91.0,21:00,5:00,public transport,red,0
12232,0,Yes,,Visual,FBQWGJ,Female,No,81.0,1.0,14.0,15.0,9.0,95.0,21:00,5:00,public transport,blue,1
12233,0,Yes,Sports,Auditory,MQCQE4,Male,Yes,79.0,13.0,7.0,15.0,7.0,90.0,21:30,5:30,public transport,green,0
12234,1,No,Clubs,Auditory,VOJ9BO,Male,Yes,61.0,14.0,13.0,15.0,14.0,97.0,22:00,6:00,private transport,red,0
12235,2,Yes,Clubs,Auditory,90QOMI,Male,No,40.0,20.0,3.0,16.0,9.0,70.0,0:30,6:30,private transport,yellow,0
12236,1,No,Arts,Auditory,IY413D,Female,Yes,51.0,19.0,5.0,16.0,12.0,95.0,23:00,7:00,walk,blue,1
12237,2,No,Sports,Auditory,EVQGMU,Female,Yes,69.0,4.0,15.0,15.0,16.0,93.0,21:30,5:30,public transport,black,0
12238,2,No,Sports,Auditory,QIUSKC,Female,Yes,59.0,7.0,13.0,15.0,9.0,94.0,22:30,6:30,private transport,blue,1
12239,0,Yes,,Visual,VVZD4Z,Female,No,75.0,5.0,13.0,15.0,8.0,93.0,22:30,6:30,private transport,black,0
12240,1,No,Clubs,Auditory,DDC6OE,Female,Yes,36.0,4.0,20.0,15.0,6.0,61.0,1:00,6:00,private transport,blue,0
12241,2,No,,Visual,UWH4XG,Male,Yes,82.0,11.0,6.0,15.0,10.0,95.0,23:00,7:00,walk,blue,0
12242,0,No,Clubs,Auditory,1S421W,Female,No,57.0,8.0,14.0,16.0,6.0,93.0,22:30,6:30,private transport,yellow,0
12243,2,No,Arts,Auditory,MS288T,Female,No,40.0,21.0,1.0,15.0,1.0,96.0,22:30,6:30,private transport,white,0
12244,1,No,Arts,Auditory,GILM8P,Female,No,51.0,22.0,8.0,15.0,7.0,97.0,21:00,5:00,public transport,black,0
12245,1,Yes,Sports,Visual,DSF953,Male,No,55.0,27.0,0.0,16.0,9.0,90.0,22:30,6:30,private transport,blue,0
12246,2,Yes,Sports,Auditory,A0WERK,Male,No,62.0,12.0,4.0,15.0,14.0,90.0,22:00,6:00,private transport,green,0
12247,0,No,,Visual,716NWD,Female,Yes,91.0,7.0,16.0,15.0,6.0,90.0,21:30,5:30,public transport,blue,0
12248,1,No,Clubs,Auditory,GF1MVM,Male,Yes,71.0,11.0,17.0,15.0,5.0,96.0,22:30,6:30,private transport,blue,0
12249,1,Yes,Clubs,Visual,5CEWNH,Female,No,57.0,7.0,20.0,15.0,13.0,98.0,21:00,5:00,public transport,yellow,0
12250,2,Yes,Clubs,Visual,5PDWKZ,Male,Yes,76.0,15.0,3.0,15.0,12.0,91.0,22:00,6:00,private transport,blue,0
12251,1,No,Arts,Visual,9R7BR0,Male,Yes,61.0,26.0,2.0,16.0,7.0,95.0,21:30,5:30,public transport,black,0
12252,1,No,Clubs,Visual,AM9MDE,Male,No,52.0,12.0,18.0,16.0,6.0,94.0,22:30,6:30,private transport,white,0
12253,1,No,Sports,Auditory,SX9Y8T,Female,Yes,55.0,1.0,29.0,15.0,6.0,91.0,22:00,5:00,public transport,white,0
12254,2,No,,Visual,SDC48Q,Male,Yes,75.0,15.0,4.0,16.0,9.0,95.0,21:30,5:30,public transport,black,0
12255,0,No,,Visual,NV4RCZ,Male,Yes,94.0,13.0,8.0,16.0,8.0,98.0,21:30,5:30,public transport,blue,0
12256,2,No,Clubs,Visual,0T9JQ9,Male,No,70.0,18.0,5.0,15.0,6.0,93.0,21:30,5:30,public transport,blue,0
12257,2,Yes,,Visual,U9SOUN,Female,No,,6.0,9.0,16.0,10.0,96.0,23:00,7:00,walk,green,0
12258,0,No,Arts,Auditory,UR50GD,Male,No,60.0,16.0,6.0,16.0,15.0,98.0,22:30,6:30,private transport,red,0
12259,1,No,,Visual,HBSL83,Male,Yes,64.0,28.0,0.0,15.0,15.0,96.0,21:00,5:00,public transport,yellow,0
